EPS1_kurtosis,FS1_mean,FS1_skew,FS1_max,PS1_kurtosis,PS1_slope,PS2_std,PS2_skew,PS2_kurtosis,PS2_slope,SE_mean,SE_skew,SE_kurtosis,SE_slope
0.2478651704046301,0.495101301565176,-0.5012846784755969,-3.14323952352498,0.2838742947540921,0.0777903370980668,-0.190038133187979,-0.4453759148193311,0.5088695705929864,-0.1339000047881114,0.4319285294026961,-0.371695520083308,0.4089333719220542,0.2582148415827228
0.2447105605682331,0.5004274118227682,-0.5610495708292198,-3.1388130928701083,0.2288505021911581,-0.0603956797737047,-0.2110996847984645,-0.4489317923849242,0.516497985370786,-0.1768784383165189,0.4518470602505732,-0.3620345443537164,0.3934383617543697,0.3610858981480628
0.2480860463185522,0.5035326955002257,-0.5423426423529775,-3.169798107454225,0.2350077671922449,-0.0951855714018917,-0.2274700218708212,-0.4431830584708191,0.5075907869166312,-0.2011104386673766,0.4750140270091955,-0.3681081471798172,0.4077700353499026,0.3510751147230042
0.2737287213773977,0.5055114261595612,-0.5100846843876565,-2.7315814726216945,0.2451214462910817,-0.1064273264009849,-0.2335346884684438,-0.4401486916891776,0.5046271960951236,-0.205656538901237,0.5031169046906101,-0.3695139108624547,0.4080795304431496,0.3248078954683329
0.2931668279525147,0.4762113638515805,-0.530562136762502,-2.775845779170434,0.2625411403863026,-0.1343348792122469,-0.2632715039822307,-0.4428329718744807,0.5118412051353216,-0.2535566008259275,0.4652036017186241,-0.3353288122944193,0.3448078867712952,0.4536727175843347
0.283924513084018,0.4846508276506588,-0.547400620439089,-2.589935691665725,0.2783177075920055,-0.1529932856539602,-0.2726525859379786,-0.44739968115776,0.518531713398203,-0.2856338259354102,0.4772670945280426,-0.3487983037169104,0.3692765024368364,0.397045720741551
0.2712850424408288,0.4842150549932187,-0.5022890940439941,-2.0410582904613497,0.2663785123208085,-0.1670543198460644,-0.2894262285967731,-0.4324151441162938,0.5001780281352121,-0.287916642333775,0.5025587541904825,-0.3627110385360117,0.3933286889914592,0.3436363813545038
0.2430298452547498,0.4643179982490969,-0.4973944684350136,-1.7644063745317224,0.2609578083292575,-0.1142070456108414,-0.2841521831145455,-0.4280710340899072,0.4963233792564863,-0.2352070689961151,0.4803127357570714,-0.359769839743502,0.3932501587788766,0.4196416022751665
0.2712302071248486,0.4581445522687054,-0.4530165927194384,-1.2243818346370825,0.2700881043799208,-0.1381741361078058,-0.2954556528655301,-0.4221934090188916,0.488882222324044,-0.2546260534087807,0.4823518455842038,-0.3499102841312015,0.3740596168230304,0.4284928967026852
0.3084823567679233,0.4468515845498054,-0.4753283685151543,-1.545298057115457,0.2814530104059931,-0.1203960336949306,-0.3008934953308065,-0.4272991972835224,0.492920395964593,-0.2489925195186741,0.4672650375657599,-0.3394732661488684,0.3520738324708234,0.4735618037579712
0.3211149722833202,0.4460946313041042,-0.4722211113705434,-1.5829227176818852,0.2901841313336498,-0.1249952862363119,-0.3234595374861661,-0.4297582435365468,0.4989850446234926,-0.2720985856862823,0.4796131871302457,-0.3481913316488413,0.3663204157630332,0.4508345738613524
0.3673648475083839,0.4500633904324133,-0.455091638716238,-0.936663842070272,0.2897061878014972,-0.1155513533552555,-0.324188652964636,-0.427605696261416,0.4936388197574973,-0.2592958866639201,0.4990182195180083,-0.3537708933025465,0.3771397743512217,0.3846059361955071
0.3489957607273544,0.442916718850407,-0.4502107260475495,-1.111507852937798,0.3185510357469574,-0.1611614711436674,-0.3318152445924545,-0.4291783286280907,0.4915051961114295,-0.287940994051052,0.4966330563807965,-0.3542350391474502,0.3833100717971082,0.4235148692324462
0.3500808491359339,0.4521002241127411,-0.4047535439203223,-0.0203926965113505,0.3197892177441985,-0.1693508384916777,-0.338587594505818,-0.4280767512906843,0.4961093472806012,-0.3086499880972651,0.5166892643520413,-0.3634176379334782,0.3968204282768603,0.3494808173513876
0.3676352885047866,0.4557058393598498,-0.342459597688442,0.7719383907111035,0.3040610826845363,-0.1661246455848248,-0.3509431745928253,-0.4131262695173231,0.4857860722174728,-0.3201165928008775,0.5312942024387076,-0.3660007032790351,0.3998827405974339,0.3398176541628988
0.3687891570853943,0.4370692953766923,-0.3591085858790501,0.7719383907111035,0.3255433748015877,-0.1859303989220485,-0.369158655537762,-0.4171205461424059,0.4884035156306049,-0.3430454602591494,0.5049253123110234,-0.3521844703259505,0.3770885159378859,0.4002626233216422
0.3942584762586005,0.4368465671295573,-0.4540157398259527,-1.2597932798760785,0.3543446727558806,-0.1524792467456519,-0.3695977379725866,-0.431877706171303,0.4958202467173279,-0.2978292833790412,0.5111226433641048,-0.3594108742248598,0.389087140822032,0.3937923954113746
0.3934362967532543,0.4271191530318271,-0.4238877607985065,-0.8260030756984195,0.3710318277455238,-0.2048413151181303,-0.3721891331519824,-0.4350174868931795,0.4977059337886241,-0.353955487776933,0.5001159155015921,-0.3430173047930483,0.3625965644014147,0.4794738011254785
0.386539159913295,0.446969404564593,-0.3629387386151941,0.4709411061796706,0.3456234748204724,-0.1890047545534258,-0.3824224347505747,-0.4157786694667023,0.4812079722740041,-0.3454041703759775,0.5367622168382896,-0.3651153424529573,0.3994884866261773,0.2804574413123992
0.4514000450776809,0.4359960034611476,-0.4198497253962697,-0.5670568823882941,0.3628034285468722,-0.1954048328217856,-0.3963315993831768,-0.42522994264226,0.4879186918212694,-0.3484816281186462,0.528122047096317,-0.3559172852341004,0.383621014116359,0.3834602236785702
0.4124645569254786,0.4257940813586492,-0.3307634515233237,0.7719383907111035,0.3721468903690643,-0.2103128070083528,-0.3921042097828176,-0.4265131856073635,0.4927772603622106,-0.3671300022716764,0.5194874588593476,-0.3595007617705059,0.3934502776547078,0.4023923162476258
0.443441024032395,0.4314962472798844,-0.4270292257623067,-0.7286216012911974,0.4060721896074587,-0.1996143811769367,-0.398167673189077,-0.4382313466818943,0.4960442395054701,-0.3548788773192248,0.5469093929306047,-0.3660551148398946,0.4064313147184476,0.406309554711485
0.3995537381133547,0.4244318883109503,-0.3034181627309876,0.7719383907111035,0.3920573395336405,-0.2319400535653207,-0.4095117848550431,-0.4246493210948751,0.493426245698057,-0.3973664506634854,0.5352291634646055,-0.3655529564265091,0.4059249839995758,0.4091142951869802
0.4703781466112466,0.420492180693137,-0.3918575592819166,-0.4984472072377413,0.435513524648829,-0.2143195336051352,-0.4028889858576622,-0.4470168775628068,0.5053206669406025,-0.3653902976594668,0.5214577301247968,-0.3441154362014756,0.3674522614867251,0.4655469115500365
0.4785048216300075,0.4224095803858708,-0.3288588919448956,0.7719383907111035,0.4328587801158441,-0.2699819446762946,-0.4273929074228225,-0.4505224745421149,0.5253437820226546,-0.4540533208372815,0.530892334078616,-0.3578492960960426,0.3889204103494684,0.4439436914954342
0.5343482899528976,0.4343933284654543,-0.3204235947070877,0.4156107229937482,0.4559319950492494,-0.280108388608156,-0.4433261320037398,-0.4570131475055078,0.5268367028181684,-0.462902254033415,0.5651702167931062,-0.3568918828508843,0.3853560210805813,0.2557792352998014
0.4891857835176614,0.4224499297060037,-0.3554637303895084,0.7719383907111035,0.4498743800092979,-0.2865234197682438,-0.4461229891362249,-0.4496009829578235,0.5173813727163874,-0.4612257001911776,0.5501782943596863,-0.367284815626311,0.4077040960049243,0.298843381349088
0.4675468473709134,0.4341560744630693,-0.2414538673274487,0.7365269454721151,0.4373447273328746,-0.3119764085522241,-0.4434814748987685,-0.4479186693408005,0.5160563260137325,-0.4837626800355137,0.5741638818518251,-0.3558983642725434,0.3869163215448195,0.2344475817600842
0.5144100565004707,0.4286459713056695,-0.3135129492404366,0.7719383907111035,0.480490287954522,-0.3433942549267858,-0.4708346228023158,-0.4504541458714864,0.5199497259182221,-0.5222839732432805,0.5661265146499935,-0.3653219835494277,0.4025106990553179,0.2588345944909158
0.4794900336065434,0.432030472278448,-0.3068620632187013,0.7719383907111035,0.4352569512494275,-0.3004240902189262,-0.4860163943944747,-0.4327421209808958,0.5080086678411059,-0.5031895996496955,0.5696000712624533,-0.3562804560777623,0.3846820930877316,0.2691331742573158
0.455685949455734,0.4169478964126299,-0.353104534582671,0.7298872994898038,0.4301967765298351,-0.289906416721282,-0.4841717702973592,-0.4328570970105923,0.5053011273116143,-0.4885984005589596,0.5424088393979128,-0.3595077032555229,0.3900002057459424,0.3567189425160488
0.4507368199676899,0.4125288388716334,-0.3625155446088465,0.2717517267103391,0.4386952023258778,-0.3003747271304882,-0.4904272154648506,-0.4337364985941631,0.5052994146143444,-0.500203952284336,0.533234705677484,-0.351128164444115,0.379803083507081,0.4089289732150415
0.4337654094826217,0.4287024603538563,-0.2908067653599148,0.7719383907111035,0.412428799587236,-0.2988678801642181,-0.479821706248374,-0.4258873110839131,0.501474870083387,-0.5092393806574426,0.5673358407336018,-0.3516200842526195,0.3750178519561827,0.2534225135222493
0.4108087891502305,0.4202404009355062,-0.3161176203292201,0.7719383907111035,0.4147721795887011,-0.3090513666618831,-0.4918386673932874,-0.4209230509735914,0.4947948866563047,-0.5148993604366691,0.5491326924227804,-0.3628563857378067,0.3947410231441733,0.297645393693429
0.4569896331859627,0.4233715081778475,-0.2627113565882006,0.7719383907111035,0.4207263005803679,-0.3058815556468882,-0.4991530503459525,-0.4248148654258509,0.4982628249681812,-0.5131131168847333,0.5638027480677946,-0.3480764875612747,0.3687415828601877,0.2153411129160038
0.4529349242904932,0.4130566079789756,-0.3317635833372534,0.7719383907111035,0.4336428870300471,-0.307525617048123,-0.4970906335670323,-0.4219268536959393,0.4938993677314967,-0.517014354908065,0.5481726735625612,-0.3599748587177155,0.391187464703767,0.2946560861216442
0.467536953206268,0.4100981958268048,-0.3530425735813334,0.6479983323746283,0.4502392405055933,-0.3081472175043307,-0.4956213163097442,-0.4285307433814148,0.4946767849081915,-0.5069443874611733,0.5265685282042966,-0.3654755149192698,0.4012204563919396,0.3091697027956098
0.4630240460232355,0.4182100231463998,-0.3035634817227035,0.7719383907111035,0.4437990344890136,-0.3241101988291064,-0.5066368737007277,-0.4234730690082157,0.4955557370169357,-0.5326583222775835,0.5480982534958774,-0.3594217907667457,0.3887068790826996,0.2070538993175356
0.4704639217074037,0.4234796443558052,-0.2848926029271205,0.7719383907111035,0.4412461562477173,-0.3130257808160441,-0.4892370791848828,-0.4244615484679498,0.4960222487688393,-0.5075709913083835,0.5544351221739906,-0.3545797712408015,0.3799622446650368,0.2081922517968908
0.5083545971481098,0.4216816786506662,-0.3174154354889725,0.7719383907111035,0.4555187389191529,-0.3255454323971281,-0.4979913070112244,-0.4243891812293286,0.4906785925162955,-0.5158250544392073,0.5565877226028145,-0.3610851166974775,0.392250619519187,0.2396092327320479
0.4208881884441756,0.4096721070061989,-0.3164212823231784,0.7719383907111035,0.447543661186542,-0.3187322151632148,-0.4934361220296629,-0.4243640436279792,0.4949809375016092,-0.520675860949669,0.5211842363797348,-0.3663911479693612,0.4016463576182649,0.3158435584123131
0.4933656252420501,0.4079128766483864,-0.3289314795533642,0.7719383907111035,0.4611422209521608,-0.3213605432970235,-0.5142857605752378,-0.4257857826051415,0.4961748049239262,-0.5272804694534207,0.5283583308080392,-0.3681348344837382,0.4074681540877688,0.3133464297639658
0.4948775168685689,0.4055387226517445,-0.3688907572590822,0.4797939674894216,0.4557040021425643,-0.3087585400799628,-0.5149030218510476,-0.4263416180272914,0.4954048129479536,-0.5176201807972337,0.5255712993107351,-0.3852586494078969,0.4447032043887144,0.2859746387152517
0.4979676318839098,0.4097705593473223,-0.3342985207740321,0.7719383907111035,0.4433663537505684,-0.3409983711480057,-0.5164043240041513,-0.4213545485314631,0.494878118727478,-0.543454610672833,0.5331881931358076,-0.3955797689018382,0.4644720408122518,0.2895048146898601
0.497491245765897,0.4158826743611113,-0.3344850775691692,0.7719383907111035,0.4422658253131105,-0.3316227754425267,-0.5194997063391319,-0.4212750084530827,0.4928013356639518,-0.5379357659601312,0.5538174356205172,-0.3918589491713533,0.4581011644823698,0.2215241106416642
0.481096280705602,0.4077837588239599,-0.3437607699235856,0.7719383907111035,0.4473558332876854,-0.3231622357299131,-0.5146253854251526,-0.421864480822519,0.4903316647774663,-0.5240921479634827,0.533106331062456,-0.3985090965518966,0.472673414316988,0.3006309268869651
0.4739029591553854,0.4298855024201642,-0.2744509753573328,0.7719383907111035,0.4420724826323883,-0.3333382407809375,-0.5136309908103125,-0.4225951823801024,0.4932545605837062,-0.5375002910398562,0.566677223143451,-0.3850312254082054,0.4495677332396139,0.156892789850035
0.5211485690475215,0.4280310476668385,-0.2441451323964726,0.7719383907111035,0.447235948990442,-0.3403508398108591,-0.5179892600816407,-0.4229533513614663,0.4918252433672823,-0.5390686431996826,0.5791630498313005,-0.3848830720104679,0.4505262094234423,0.1499401963997716
0.4516926832749151,0.4200515661172819,-0.3328796626265809,0.7719383907111035,0.4384983553275691,-0.3332904619383328,-0.5128038872768684,-0.416356458673314,0.4828073986935717,-0.520844360896077,0.5644092716112667,-0.401321237351106,0.4775357851775776,0.2053571275765058
0.4754550902348141,0.4105484942394931,-0.3245856445818517,0.7719383907111035,0.4363599672718251,-0.3313946363269933,-0.5219267255708352,-0.4210466488030352,0.4945115512102399,-0.5411874095489867,0.5540034857872254,-0.4078522690602542,0.4929908576610901,0.2992068539742918
0.477197567929791,0.4104597257351987,-0.3256163353648063,0.7719383907111035,0.4413828264307595,-0.3221971236839442,-0.5088589875320881,-0.4201791834857263,0.4898601594034526,-0.5232944393870901,0.5520239120134404,-0.4039614774748213,0.486813329414299,0.3121386287248628
0.4733816911275043,0.4074528943988672,-0.3227529827146833,0.7719383907111035,0.4401889673003425,-0.3435026268861515,-0.5284022152404863,-0.4208731568277186,0.4968718113135137,-0.5636881525430104,0.551104824189896,-0.4116539543179657,0.4979255653437534,0.2938181741507664
0.4646909479887962,0.4119171431784134,-0.3517029144709195,0.7719383907111035,0.4494699985804157,-0.3346668249426122,-0.5195169731576174,-0.4208466149822309,0.4877926747651767,-0.5331239973501043,0.5581524045048379,-0.4109419664004307,0.4970464679098819,0.2766024800896233
0.4750189410339653,0.4063747605649059,-0.324757413529774,0.7719383907111035,0.4472754013495411,-0.3479642363546256,-0.5186021712759734,-0.4180827206232229,0.4881041787859628,-0.545517739651775,0.5492685090444787,-0.4138371180117268,0.5023133380289662,0.2979154504570159
