CE_mean,EPS1_mean,FS1_skew,FS1_kurtosis,FS2_mean,FS2_max,PS1_std,PS3_std,PS3_skew,PS3_kurtosis,PS5_mean,PS5_max,PS6_mean,PS6_max,SE_mean,SE_skew,SE_kurtosis,SE_max,TS1_mean,TS1_max,TS2_mean,TS2_slope,TS2_max,TS3_mean,TS3_max,TS4_mean,TS4_max
0.7174012267164773,0.588187498484709,-0.5012846784755969,-0.6291430557001932,1.4586390292377551,1.677333837740494,-0.6562581301918307,1.1658591689928277,-0.8216864651227174,-1.0548784850135635,1.1782192255386434,1.390164842577584,1.18066683760825,1.3743514264528622,0.4319285294026961,-0.371695520083308,0.4089333719220542,-0.0639807533331839,-1.2268379164562846,-1.1857294451291678,-1.2694724407612976,1.1879755072268168,-1.2455849205413472,-1.2336725579735512,-1.2353853630867695,-1.109099478849909,-0.8880466867638924
-0.4763487639357424,0.4875335699719761,-0.5610495708292198,-0.6797987478461459,1.6779600446238008,1.693156716740286,-0.5693676180947994,1.071878647864142,-0.7632913276701324,-0.9717343476348276,0.8189000900854008,0.9182084120464548,0.8192065530754492,0.917621803350414,0.4518470602505732,-0.3620345443537164,0.3934383617543697,0.0918796196108643,-1.0948019517960772,-1.0191423123753982,-1.1945526731474263,4.0796092969238495,-1.1308809745408803,-1.1654931618673716,-1.149262926421186,-0.7700169095414615,-0.6968364373715388
-0.7846777115089759,0.3307886516970105,-0.5423426423529775,-0.7081884793531644,1.5959187558925845,1.67055260388344,-0.5337469140979098,1.110443538880898,-0.651055311402743,-0.7260510059800382,0.6373649042646478,0.7353470644236956,0.6344103321907217,0.7331030356170233,0.4750140270091955,-0.3681081471798172,0.4077700353499026,0.160258225381276,-0.9441367323233074,-0.877867446050532,-1.0715323411338118,4.85888473074478,-1.0055786522432932,-1.0778467215994985,-1.040702975054896,-0.6278656965417199,-0.5746538262733367
-0.936622882807828,0.2171829375528569,-0.5100846843876565,-0.6419448413297469,1.4543790717786482,1.532667515456677,-0.5167302711079814,0.9101368194786849,-0.6223961397488703,-0.7901918778359026,0.4781725416969224,0.5524857168009332,0.4696693881494629,0.5412765939139943,0.5031169046906101,-0.3695139108624547,0.4080795304431496,0.1791828525657782,-0.8192012024836102,-0.7716307416297152,-0.9415001139021832,5.006620902954572,-0.8782639800158744,-0.9743013750046708,-0.923544215659593,-0.5127272644898178,-0.4704356272802069
-0.9947596789311592,0.1075630481748955,-0.530562136762502,-0.7191002443948623,1.3098188254942338,1.374438725458751,-0.4932102612928302,0.7794241514284633,-0.4453871562146642,-0.4308595873561485,0.3392113410486075,0.3922643455505125,0.3299091207729748,0.3786808480895252,0.4652036017186241,-0.3353288122944193,0.3448078867712952,0.2095336697484656,-0.7034499307269577,-0.6571644333453138,-0.8158990618549369,4.6118303717568905,-0.7576571408878976,-0.8525372732210522,-0.810281791152436,-0.4080604486174942,-0.3728617998875839
-1.0498317925794998,0.0744766838276591,-0.547400620439089,-0.648348981679296,1.1783909741991792,1.2478556934604126,-0.4933859994479315,0.8364357002810457,-0.3456503980536551,-0.3174680245174446,0.2392360369176409,0.2842890736208829,0.2320699571224352,0.2782003310069871,0.4772670945280426,-0.3487983037169104,0.3692765024368364,0.1820394000653239,-0.5963760411246314,-0.5529227844065779,-0.7025908020028199,4.547484834205751,-0.6503318112968175,-0.7433365959389395,-0.6984972867752661,-0.3113218777851214,-0.2738114454726261
-1.0915938519826005,-0.0147968502608839,-0.5022890940439941,-0.545629219606726,1.0939859285851563,1.1212726614620705,-0.4474168625838093,0.4139457422844747,-0.5263813218860293,-0.7299189167133344,0.1225719550715695,0.146707678742804,0.1163994993534935,0.1338737701066123,0.5025587541904825,-0.3627110385360117,0.3933286889914592,0.1645430466305971,-0.4957288376803465,-0.4488058264354718,-0.5975656392018743,4.068025622655159,-0.5470311815654022,-0.6407889856916303,-0.6186895997559884,-0.2224951033515362,-0.1930946349183251
-1.1337577189094432,-0.0824664645450065,-0.4973944684350136,-0.474890910600146,0.9941700786787367,1.0218145648919488,-0.4394922343790357,0.4581988119910719,-0.4370628403814432,-0.6459174051017363,0.0535246792238189,0.0735631396936996,0.0467644526867798,0.0681047043798605,0.4803127357570714,-0.359769839743502,0.3932501587788766,0.1934655900635142,-0.4016585058544731,-0.3650134961880663,-0.5004674566264986,3.807348626325788,-0.4584877846527613,-0.5559903444605109,-0.5284021154513516,-0.1451618169297031,-0.1209908986609762
-1.1202402801358204,-0.1502322588081967,-0.4530165927194384,-0.4451080489708849,0.8688909638904228,0.8907107103222396,-0.4187989988593739,0.3775961349679792,-0.3339398691431435,-0.4779780394222003,-0.0324627488183398,-0.020479839083721,-0.0405775246344411,-0.0287219757178599,0.4823518455842038,-0.3499102841312015,0.3740596168230304,0.2248876125585344,-0.316964335755445,-0.2807224020701416,-0.4092925336566945,3.630727143917927,-0.3683345077962531,-0.4645341620405611,-0.4502067049375139,-0.0808188448653411,-0.050363689425963
-1.1313987198990876,-0.2042041281866473,-0.4753283685151543,-0.5334710322646136,0.7754947362873639,0.7889922024664306,-0.4259436592232706,0.3072069936534174,-0.283008356576423,-0.4537250592080293,-0.1015134958902041,-0.077950548336588,-0.1093756961867982,-0.0871833674749734,0.4672650375657599,-0.3394732661488684,0.3520738324708234,0.1750765655351772,-0.236759042193941,-0.2056584395568407,-0.3224744070406116,3.661836105872912,-0.2834133407573113,-0.3845519476170875,-0.3599192206328771,-0.0151867105499267,0.013126972534432
